time,ceiling_price,floor_price,reference_price,open_price,close_price,match_price,price_change,percent_price_change,highest_price,lowest_price,average_price,total_match_volume,total_match_value,total_deal_volume,total_deal_value,total_volume,total_value,foreign_net_trading_volume,foreign_net_trading_value,foreign_buy_value_matched,foreign_buy_volume_matched,foreign_sell_value_matched,foreign_sell_volume_matched,foreign_buy_value_deal,foreign_buy_volume_deal,foreign_sell_value_deal,foreign_sell_volume_deal,foreign_buy_value_total,foreign_buy_volume_total,foreign_sell_value_total,foreign_sell_volume_total,foreign_total_room,foreign_current_room,foreign_holding_volume,total_trade,total_buy_trade,total_buy_trade_volume,total_sell_trade,total_sell_trade_volume,reference_price_adjusted,open_price_adjusted,close_price_adjusted,price_change_adjusted,percent_price_change_adjusted,highest_price_adjusted,lowest_price_adjusted,unmatched_buy_trade_volume,unmatched_sell_trade_volume,dif_volume_buy_sell,average_volume_buy_order,average_volume_sell_order
2016-09-30,23850,20750,22300,22200,22300,22300,0,0.0,22350,22150,22287.28901136755,116120,2588000000,0,0,116120,2588000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69636109,1868135,67767974,,65.0,197810.0,101.0,194990.0,12634.4126325902,12577.7560736996,12634.4126325902,,,12662.7409120354,12549.4277942543,81690.0,78870.0,2820.0,3043.230769230769,1930.5940594059407
2016-10-03,23850,20750,22300,22350,22350,22350,50,0.0022421525,22450,22300,22355.193872666347,125340,2802000000,0,0,125340,2802000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69636109,1868135,67767974,,76.0,342320.0,99.0,311780.0,12634.4126325902,12662.7409120353,12662.7409120353,,,12719.3974709259,12634.4126325902,216980.0,186440.0,30540.0,4504.210526315789,3149.2929292929293
2016-10-04,23900,20800,22350,22350,22400,22400,0,0.0,22550,22350,22440.884034825613,194110,4356000000,0,0,194110,4356000000,38210,856227000,1008552000,44980,152325000,6770,0,0,0,0,1008552000,44980,152325000,6770,69636109,1868135,67767974,,82.0,381800.0,121.0,309010.0,12662.7409120353,12662.7409120353,12691.0691914806,,,12776.0540298164,12662.7409120353,187690.0,114900.0,72790.0,4656.09756097561,2553.801652892562
2016-10-05,23950,20850,22400,22400,22400,22400,0,0.0,22550,22350,22090.85014684008,234380,5261000000,290000,6323000000,524380,11584000000,51350,1149705000,1438830000,64200,289125000,12850,0,0,0,0,1438830000,64200,289125000,12850,69636109,1823155,67812954,,140.0,602880.0,129.0,375100.0,12691.0691914806,12691.0691914806,12691.0691914806,,,12776.0540298164,12662.7409120353,368500.0,140720.0,227780.0,4306.285714285715,2907.751937984496
2016-10-06,23950,20850,22400,22400,22600,22600,200,0.0089285714,22600,22350,22199.024168841483,190650,4282000000,250000,5500000000,440650,9782000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69636109,1758955,67877154,,126.0,341600.0,97.0,269460.0,12691.0691914806,12691.0691914806,12804.3823092617,,,12804.3823092617,12662.7409120353,150950.0,78810.0,72140.0,2711.1111111111113,2777.938144329897
2016-10-07,24150,21050,22600,22600,22400,22400,0,0.0,22650,22200,22253.379841780086,338630,7591000000,100000,2170000000,438630,9761000000,197000,4412773000,4412773000,197000,0,0,0,0,0,0,4412773000,197000,0,0,69636109,1765725,67870384,,139.0,594060.0,146.0,503450.0,12804.3823092617,12804.3823092617,12691.0691914806,,,12832.7105887069,12577.7560736995,255430.0,164820.0,90610.0,4273.812949640288,3448.2876712328766
2016-10-10,23950,20850,22400,22400,22000,22000,-400,-0.0178571429,22450,22000,22217.702984391683,196690,4370000000,0,0,196690,4370000000,-9590,-212705000,0,0,212705000,9590,0,0,0,0,0,0,212705000,9590,69636109,1581575,68054534,,111.0,416240.0,146.0,369140.0,12691.0691914807,12691.0691914806,12464.4429559184,,,12719.397470926,12464.4429559184,219550.0,172450.0,47100.0,3749.90990990991,2528.3561643835615
2016-10-11,23500,20500,22000,22050,21850,21850,-150,-0.0068181818,22200,21700,21782.59263818786,206150,4507000000,200000,4340000000,406150,8847000000,-9500,-207685000,10850000,500,218535000,10000,0,0,0,0,10850000,500,218535000,10000,69636109,1581575,68054534,,113.0,434120.0,121.0,412750.0,12464.4429559184,12492.7712353638,12379.4581175826,,,12577.7560736996,12294.4732792469,227970.0,206600.0,21370.0,3841.7699115044247,3411.1570247933882
2016-10-12,23350,20350,21850,21850,22200,22200,0,0.0,22250,21750,21932.5303564434,308480,6789000000,100000,2170000000,408480,8959000000,199000,4377180000,4707080000,214000,329900000,15000,0,0,0,0,4707080000,214000,329900000,15000,69636109,1581075,68055034,,121.0,752870.0,104.0,508590.0,12379.4581175826,12379.4581175826,12577.7560736996,,,12606.0843531448,12322.801558692,444390.0,200110.0,244280.0,6222.06611570248,4890.288461538462
2016-10-13,23750,20650,22200,22300,22200,22200,0,0.0,22300,22050,22149.302707136998,146280,3240000000,0,0,146280,3240000000,-7000,-155050000,0,0,155050000,7000,0,0,0,0,0,0,155050000,7000,69636109,1376665,68259444,,94.0,383090.0,91.0,317970.0,12577.7560736996,12634.4126325902,12577.7560736996,,,12634.4126325901,12492.7712353638,236810.0,171690.0,65120.0,4075.425531914894,3494.1758241758243
2016-10-14,23750,20650,22200,22200,22200,22200,0,0.0,22350,22100,22187.179689347948,126830,2814000000,0,0,126830,2814000000,-6200,-137491000,2220000,100,139711000,6300,0,0,0,0,2220000,100,139711000,6300,69636109,1386665,68249444,,74.0,230040.0,93.0,262260.0,12577.7560736996,12577.7560736996,12577.7560736996,,,12662.7409120353,12521.0995148091,103210.0,135430.0,-32220.0,3108.6486486486488,2820.0
2016-10-17,23750,20650,22200,22200,22300,22300,0,0.0,22400,22200,22159.69333659571,575660,12830000000,160000,3472000000,735660,16302000000,471990,10521527000,11145300000,500000,623773000,28010,0,0,0,0,11145300000,500000,623773000,28010,69636109,1401565,68234544,,102.0,706930.0,126.0,826030.0,12577.7560736996,12577.7560736996,12634.4126325902,,,12691.0691914807,12577.7560736996,131270.0,250370.0,-119100.0,6930.686274509804,6555.793650793651
2016-10-18,23850,20750,22300,22300,22600,22600,0,0.0,22800,22300,22505.81531829531,468590,10546000000,0,0,468590,10546000000,227000,5103163000,5643703000,251000,540540000,24000,0,0,0,0,5643703000,251000,540540000,24000,69636109,908565,68727544,,179.0,1018990.0,129.0,618220.0,12634.4126325902,12634.4126325902,12804.3823092617,,,12917.6954270428,12634.4126325902,550400.0,149630.0,400770.0,5692.6815642458105,4792.403100775194
2016-10-19,24150,21050,22600,22600,22650,22650,0,0.0,22800,22400,22278.36640810434,537340,12133000000,280000,6076000000,817340,18209000000,348000,7854227000,8463577000,375000,609350000,27000,0,0,0,0,8463577000,375000,609350000,27000,69636109,663865,68972244,,174.0,750720.0,133.0,856800.0,12804.3823092617,12804.3823092617,12832.710588707,,,12917.6954270428,12691.0691914807,213380.0,319460.0,-106080.0,4314.482758620689,6442.105263157895
2016-10-20,24200,21100,22650,22450,22400,22400,0,0.0,22650,22200,22364.075516340512,202870,4537000000,0,0,202870,4537000000,-10000,-223500000,0,0,223500000,10000,0,0,0,0,0,0,223500000,10000,69636109,316875,69319234,,131.0,352670.0,100.0,347600.0,12832.7105887069,12719.3974709261,12691.0691914806,,,12832.7105887069,12577.7560736995,149800.0,144730.0,5070.0,2692.1374045801526,3476.0
2016-10-21,23950,20850,22400,22400,22150,22150,0,0.0,22450,22000,22232.290389638078,187610,4171000000,0,0,187610,4171000000,-3000,-66548000,132752000,6000,199300000,9000,0,0,0,0,132752000,6000,199300000,9000,69636109,340875,69295234,,100.0,316020.0,83.0,328490.0,12691.0691914808,12691.0691914806,12549.4277942544,,,12719.3974709261,12464.4429559185,128410.0,140880.0,-12470.0,3160.2,3957.710843373494
2016-10-24,23700,20600,22150,22100,22000,22000,-150,-0.006772009,22200,21950,22053.583952868565,356450,7861000000,0,0,356450,7861000000,105130,2319706000,2694256000,122130,374550000,17000,0,0,0,0,2694256000,122130,374550000,17000,69636109,361875,69274234,,192.0,643020.0,116.0,541520.0,12549.4277942543,12521.0995148091,12464.4429559184,,,12577.7560736996,12436.1146764731,286570.0,185070.0,101500.0,3349.0625,4668.275862068966
2016-10-25,23500,20500,22000,22050,22000,22000,0,0.0,22150,21750,21954.49058965533,223690,4911000000,0,0,223690,4911000000,9500,207642000,448109000,20500,240467000,11000,0,0,0,0,448109000,20500,240467000,11000,69636109,249745,69386364,,170.0,522330.0,113.0,412680.0,12464.4429559184,12492.7712353638,12464.4429559184,,,12549.4277942543,12322.8015586921,298640.0,188990.0,109650.0,3072.529411764706,3652.0353982300885
2016-10-26,23500,20500,22000,22000,22000,22000,0,0.0,22000,21700,22076.570276160426,147430,3219000000,160000,3568000000,307430,6787000000,-7010,-152920000,0,0,152920000,7010,0,0,0,0,0,0,152920000,7010,69636109,238245,69397864,,93.0,258990.0,81.0,264800.0,12464.4429559184,12464.4429559184,12464.4429559184,,,12464.4429559184,12294.4732792469,111560.0,117370.0,-5810.0,2784.8387096774195,3269.135802469136
2016-10-27,23500,20500,22000,21950,21800,21800,0,0.0,21950,21700,21828.78023316513,114940,2509000000,0,0,114940,2509000000,-5000,-109000000,0,0,109000000,5000,0,0,0,0,0,0,109000000,5000,69636109,255245,69380864,,77.0,238500.0,95.0,339800.0,12464.4429559185,12436.1146764732,12351.1298381374,,,12436.1146764732,12294.4732792469,123560.0,224860.0,-101300.0,3097.4025974025976,3576.842105263158
2016-10-28,23300,20300,21800,21750,21850,21850,0,0.0,22050,21700,21992.597719134596,323300,7088000000,3000000,66000000000,3323300,73088000000,84000,1841739000,2192058000,100000,350319000,16000,66000000000,3000000,66000000000,3000000,68192058000,3100000,66350319000,3016000,69636109,266245,69369864,,169.0,494460.0,90.0,504890.0,12351.1298381373,12322.8015586921,12379.4581175826,,,12492.7712353638,12294.4732792469,171160.0,181590.0,-10430.0,2925.798816568047,5609.888888888889
2016-10-31,23350,20350,21850,21850,21750,21750,0,0.0,21900,21700,21787.43623785899,143110,3118000000,0,0,143110,3118000000,-6000,-130800000,21750000,1000,152550000,7000,0,0,0,0,21750000,1000,152550000,7000,69636109,173255,69462854,,83.0,287840.0,93.0,346950.0,12379.4581175827,12379.4581175826,12322.8015586921,,,12407.7863970279,12294.4732792469,144730.0,203840.0,-59110.0,3467.9518072289156,3730.6451612903224
2016-11-01,23250,20250,21750,21800,21500,21500,0,0.0,21800,21400,21603.9554177491,119330,2578000000,0,0,119330,2578000000,-6000,-129200000,0,0,129200000,6000,0,0,0,0,0,0,129200000,6000,69636109,177255,69458854,,76.0,178260.0,85.0,200710.0,12322.8015586921,12351.1298381374,12181.1601614658,,,12351.1298381374,12124.5036025752,58930.0,81380.0,-22450.0,2345.5263157894738,2361.294117647059
2016-11-02,23000,20000,21500,21500,21950,21950,450,0.0209302326,22050,21500,22046.402519518495,375190,8155000000,1258773,27868006000,1633963,36023006000,-841783,-18538427000,1845999000,85000,391420000,18010,0,0,19993006000,908773,1845999000,85000,20384426000,926783,69636109,193255,69442854,,148.0,679190.0,144.0,532640.0,12181.1601614659,12181.1601614658,12436.1146764732,,,12492.7712353639,12181.1601614659,304000.0,157450.0,146550.0,4589.121621621622,3698.8888888888887
2016-11-03,23450,20450,21950,21950,22250,22250,0,0.0,22400,21700,22016.61443565637,201030,4426000000,0,0,201030,4426000000,51360,1134483000,1134703000,51370,220000,10,0,0,0,0,1134703000,51370,220000,10,69636109,115255,69520854,,100.0,483990.0,93.0,344720.0,12436.1146764731,12436.1146764732,12606.0843531449,,,12691.0691914807,12294.4732792469,282960.0,143690.0,139270.0,4839.9,3706.6666666666665
2016-11-04,23800,20700,22250,22300,22500,22500,250,0.0112359551,22500,22250,22374.189858940146,209840,4695000000,0,0,209840,4695000000,56050,1253770000,1253770000,56050,0,0,0,0,0,0,1253770000,56050,0,0,69636109,69885,69566224,,102.0,764270.0,102.0,345260.0,12606.0843531449,12634.4126325902,12747.7257503712,,,12747.7257503712,12606.0843531449,554430.0,135420.0,419010.0,7492.843137254902,3384.901960784314
2016-11-07,24050,20950,22500,22450,22450,22450,0,0.0,22550,22400,22384.187976971483,297520,6685000000,300000,6690000000,597520,13375000000,-40700,-918005000,2000101000,89120,2918106000,129820,0,0,0,0,2000101000,89120,2918106000,129820,69636109,940618,68695491,,128.0,594320.0,189.0,508800.0,12747.7257503714,12719.3974709261,12719.3974709261,,,12776.0540298166,12691.0691914808,296800.0,211280.0,85520.0,4643.125,2692.063492063492
2016-11-08,24000,20900,22450,22450,22500,22500,50,0.0022271715,22500,22300,22365.604012083175,240970,5396000000,100000,2230000000,340970,7626000000,28970,648468000,648468000,28970,0,0,0,0,0,0,648468000,28970,0,0,69636109,851508,68784601,,96.0,451450.0,86.0,342390.0,12719.3974709259,12719.3974709261,12747.7257503712,,,12747.7257503712,12634.4126325902,210480.0,101420.0,109060.0,4702.604166666667,3981.279069767442
2016-11-09,24050,20950,22500,22400,22500,22500,0,0.0,22500,21900,22269.33514246947,176880,3939000000,0,0,176880,3939000000,29490,659522000,769722000,34490,110200000,5000,0,0,0,0,769722000,34490,110200000,5000,69636109,822538,68813571,,100.0,303440.0,98.0,328920.0,12747.7257503712,12691.0691914806,12747.7257503712,,,12747.7257503712,12407.7863970279,126560.0,152040.0,-25480.0,3034.4,3356.326530612245
2016-11-10,24050,20950,22500,22500,22350,22350,0,0.0,22600,22300,22393.338531803496,359080,8041000000,0,0,359080,8041000000,-2020,-42515000,3358154000,150000,3400669000,152020,0,0,0,0,3358154000,150000,3400669000,152020,69636109,917868,68718241,,125.0,522280.0,120.0,534370.0,12747.7257503712,12747.7257503712,12662.7409120353,,,12804.3823092617,12634.4126325902,163200.0,175290.0,-12090.0,4178.24,4453.083333333333
2016-11-11,23900,20800,22350,22400,22350,22350,0,0.0,22500,22150,22273.190621814476,137340,3059000000,0,0,137340,3059000000,-50700,-1128236000,446000,20,1128682000,50720,0,0,0,0,446000,20,1128682000,50720,69636109,767868,68868241,,72.0,237560.0,122.0,523940.0,12662.7409120353,12691.0691914806,12662.7409120353,,,12747.7257503712,12549.4277942543,100220.0,386600.0,-286380.0,3299.4444444444443,4294.5901639344265
2016-11-14,23900,20800,22350,22300,22350,22350,0,0.0,22350,22100,22217.705051326353,196780,4372000000,0,0,196780,4372000000,-73000,-1621326000,0,0,1621326000,73000,0,0,0,0,0,0,1621326000,73000,69636109,772848,68863261,,77.0,285490.0,102.0,368800.0,12662.7409120353,12634.4126325902,12662.7409120353,,,12662.7409120353,12521.0995148091,88710.0,172020.0,-83310.0,3707.6623376623374,3615.6862745098038
2016-11-15,23900,20800,22350,22350,21900,21900,0,0.0,22350,21900,22074.233947689772,352130,7773000000,0,0,352130,7773000000,0,-1412000,2207250000,100000,2208662000,100000,0,0,0,0,2207250000,100000,2208662000,100000,69636109,924868,68711241,,143.0,562880.0,174.0,787290.0,12662.7409120354,12662.7409120353,12407.786397028,,,12662.7409120354,12407.786397028,210750.0,435160.0,-224410.0,3936.2237762237764,4524.6551724137935
2016-11-16,23400,20400,21900,21900,22200,22200,0,0.0,22200,21900,22123.058034660244,136770,3026000000,75000,1659000000,211770,4685000000,21430,475050000,1240120000,56000,765070000,34570,1659600000,75000,1659600000,75000,2899720000,131000,2424670000,109570,69636109,875588,68760521,,130.0,352890.0,95.0,231620.0,12407.7863970279,12407.786397028,12577.7560736996,,,12577.7560736996,12407.7863970279,216120.0,94850.0,121270.0,2714.5384615384614,2438.1052631578946
2016-11-17,23750,20650,22200,22200,22400,22400,200,0.009009009,22400,22000,22186.612947532278,109210,2423000000,0,0,109210,2423000000,28900,642014000,642014000,28900,0,0,0,0,0,0,642014000,28900,0,0,69636109,892588,68743521,,143.0,283650.0,90.0,391970.0,12577.7560736995,12577.7560736996,12691.0691914806,,,12691.0691914806,12464.4429559184,174440.0,282760.0,-108320.0,1983.5664335664335,4355.222222222223
2016-11-18,23950,20850,22400,22400,22950,22950,550,0.0245535714,23100,22400,22621.59073972875,402580,9107000000,0,0,402580,9107000000,56520,1271085000,2451178000,108810,1180093000,52290,0,0,0,0,2451178000,108810,1180093000,52290,69636109,963688,68672421,,337.0,758650.0,149.0,491590.0,12691.0691914806,12691.0691914806,13002.6802653785,,,13087.6651037144,12691.0691914806,356070.0,89010.0,267060.0,2251.186943620178,3299.261744966443
2016-11-21,24550,21350,22950,22750,22700,22700,-250,-0.0108932462,22800,22600,22702.447840949277,254510,5778000000,0,0,254510,5778000000,8670,195499000,2858867000,125950,2663368000,117280,0,0,0,0,2858867000,125950,2663368000,117280,69636109,889448,68746661,,217.0,471580.0,92.0,383320.0,13002.6802653784,12889.3671475975,12861.0388681522,,,12917.6954270427,12804.3823092616,217070.0,128810.0,88260.0,2173.179723502304,4166.521739130435
2016-11-22,24250,21150,22700,22500,22700,22700,0,0.0,22750,22500,22674.80875050329,149020,3379000000,0,0,149020,3379000000,-64720,-1469244000,113400000,5000,1582644000,69720,0,0,0,0,113400000,5000,1582644000,69720,69636109,763498,68872611,,135.0,425110.0,59.0,219610.0,12861.0388681522,12747.7257503712,12861.0388681522,,,12889.3671475974,12747.7257503711,276090.0,70590.0,205500.0,3148.962962962963,3722.2033898305085
2016-11-23,24250,21150,22700,22600,23000,23000,0,0.0,23000,22600,22773.077646174093,531900,12113000000,0,0,531900,12113000000,92970,2119771000,3552573000,155970,1432802000,63000,0,0,0,0,3552573000,155970,1432802000,63000,69636109,810788,68825321,,298.0,875660.0,116.0,628790.0,12861.0388681523,12804.3823092617,13031.0085448239,,,13031.0085448239,12804.3823092617,343760.0,96890.0,246870.0,2938.4563758389263,5420.603448275862
2016-11-24,24600,21400,23000,23000,23000,23000,0,0.0,23000,22750,22641.686534382097,332690,7601000000,200000,4460000000,532690,12061000000,203850,4645814000,5256004000,230380,610190000,26530,0,0,0,0,5256004000,230380,610190000,26530,69636109,772098,68864011,,262.0,1002870.0,108.0,512380.0,13031.0085448239,13031.0085448239,13031.0085448239,,,13031.0085448239,12889.3671475975,670180.0,179690.0,490490.0,3827.7480916030536,4744.259259259259
2016-11-25,24600,21400,23000,22950,23000,23000,0,0.0,23100,22800,22554.555614375626,140020,3209000000,200000,4460000000,340020,7669000000,-16620,-382260000,0,0,382260000,16620,0,0,0,0,0,0,382260000,16620,69636109,611438,69024671,,84.0,333210.0,83.0,431910.0,13031.0085448239,13002.6802653785,13031.0085448239,,,13087.6651037144,12917.6954270428,193190.0,291890.0,-98700.0,3966.785714285714,5203.734939759036
2016-11-28,24600,21400,23000,22900,23000,23000,0,0.0,23100,22800,22974.412532637074,478750,10999000000,0,0,478750,10999000000,-295190,-6789370000,0,0,6789370000,295190,0,0,0,0,0,0,6789370000,295190,69636109,674438,68961671,,115.0,610190.0,103.0,614630.0,13031.0085448239,12974.3519859334,13031.0085448239,,,13087.6651037144,12917.6954270428,131440.0,135880.0,-4440.0,5306.0,5967.281553398058
2016-11-29,24600,21400,23000,22900,23000,23000,0,0.0,23100,22900,23002.17622349309,197590,4545000000,0,0,197590,4545000000,-27900,-641911000,0,0,641911000,27900,0,0,0,0,0,0,641911000,27900,69636109,700968,68935141,,116.0,333520.0,68.0,320170.0,13031.0085448239,12974.3519859334,13031.0085448239,,,13087.6651037144,12974.3519859334,135930.0,122580.0,13350.0,2875.1724137931033,4708.382352941177
2016-11-30,24600,21400,23000,23000,23000,23000,0,0.0,23000,22700,22861.685214626392,125800,2876000000,0,0,125800,2876000000,-7360,-169280000,0,0,169280000,7360,0,0,0,0,0,0,169280000,7360,69636109,717588,68918521,,98.0,272860.0,99.0,354380.0,13031.0085448239,13031.0085448239,13031.0085448239,,,13031.0085448239,12861.0388681523,147060.0,228580.0,-81520.0,2784.285714285714,3579.59595959596
2016-12-01,24600,21400,23000,22900,22800,22800,-200,-0.0086956522,23000,22350,22947.964582945573,152180,3461000000,600000,13800000000,752180,17261000000,0,0,0,0,0,0,13800000000,600000,13800000000,600000,13800000000,600000,13800000000,600000,69636109,1012778,68623331,,100.0,401010.0,98.0,290200.0,13031.0085448238,12974.3519859334,12917.6954270427,,,13031.0085448238,12662.7409120353,248830.0,138020.0,110810.0,4010.1,2961.2244897959185
2016-12-02,24350,21250,22800,22800,22800,22800,0,0.0,22900,22100,22564.027082720047,135880,3066000000,0,0,135880,3066000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69636109,1040678,68595431,,96.0,304910.0,82.0,265440.0,12917.6954270427,12917.6954270427,12917.6954270427,,,12974.3519859333,12521.099514809,169030.0,129560.0,39470.0,3176.1458333333335,3237.0731707317073
2016-12-05,24350,21250,22800,22800,22450,22450,-350,-0.0153508772,22900,22000,22405.420224015037,255340,5721000000,0,0,255340,5721000000,53520,1181492000,1181492000,53520,0,0,0,0,0,0,1181492000,53520,0,0,69636109,1048038,68588071,,157.0,503120.0,116.0,450120.0,12917.6954270429,12917.6954270427,12719.3974709261,,,12974.3519859335,12464.4429559186,247780.0,194780.0,53000.0,3204.5859872611463,3880.344827586207
2016-12-06,24000,20900,22450,22450,22600,22600,150,0.0066815145,22800,21800,22163.219675796536,286240,6344000000,0,0,286240,6344000000,48000,1051770000,1162200000,53000,110430000,5000,0,0,0,0,1162200000,53000,110430000,5000,69636109,994518,68641591,,130.0,449570.0,83.0,418540.0,12719.3974709259,12719.3974709261,12804.3823092617,,,12917.6954270428,12351.1298381373,163330.0,132300.0,31030.0,3458.230769230769,5042.650602409639
2016-12-07,24150,21050,22600,22600,22500,22500,-100,-0.0044247788,22600,21800,22181.59658744668,114870,2548000000,0,0,114870,2548000000,9770,213780000,226830000,10350,13050000,580,0,0,0,0,226830000,10350,13050000,580,69636109,941518,68694591,,103.0,286240.0,63.0,273360.0,12804.3823092617,12804.3823092617,12747.7257503712,,,12804.3823092617,12351.1298381374,171370.0,158490.0,12880.0,2779.029126213592,4339.047619047619
2016-12-08,23800,20700,22500,22400,22300,22300,0,0.0,22800,22300,22410.68206423674,138550,3105000000,0,0,138550,3105000000,-10000,-225000000,0,0,225000000,10000,0,0,0,0,0,0,225000000,10000,69636109,931168,68704941,,58.0,201120.0,68.0,255330.0,12890.8137833665,12833.5212776627,12776.2287719588,,,13062.691300478,12776.2287719588,62570.0,116780.0,-54210.0,3467.5862068965516,3754.8529411764707
2016-12-09,23850,20750,22300,22300,22300,22300,0,0.0,22700,22300,22480.984129965254,106490,2394000000,0,0,106490,2394000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69636109,931168,68704941,,59.0,173460.0,72.0,283130.0,12776.2287719588,12776.2287719588,12776.2287719588,,,13005.3987947742,12776.2287719588,66970.0,176640.0,-109670.0,2940.0,3932.3611111111113
2016-12-12,23850,20750,22300,22300,22300,22300,0,0.0,22500,22200,22235.48896506567,159630,3563000000,100000,2210000000,259630,5773000000,80130,1787149000,1787149000,80130,0,0,0,0,0,0,1787149000,80130,0,0,69636109,931748,68704361,,111.0,297950.0,104.0,349200.0,12776.2287719588,12776.2287719588,12776.2287719588,,,12890.8137833665,12718.936266255,138320.0,189570.0,-51250.0,2684.234234234234,3357.6923076923076
2016-12-13,23850,20750,22300,22300,22100,22100,-200,-0.0089686099,22300,21700,22066.282750467184,162210,3576000000,100000,2210000000,262210,5786000000,56000,1232759000,1232759000,56000,0,0,0,0,0,0,1232759000,56000,0,0,69636109,861618,68774491,,138.0,313740.0,88.0,362670.0,12776.2287719588,12776.2287719588,12661.6437605512,,,12776.2287719588,12432.4737377358,151530.0,200460.0,-48930.0,2273.478260869565,4121.25
2016-12-14,23600,20600,22100,22100,22200,22200,100,0.0045248869,22400,21900,22119.56037735052,119700,2650000000,117003,2585766300,236703,5235766300,-5320,-118424000,0,0,118424000,5320,0,0,0,0,0,0,118424000,5320,69636109,805618,68830491,,67.0,196660.0,63.0,210110.0,12661.6437605512,12661.6437605512,12718.936266255,,,12833.5212776628,12547.0587491434,76960.0,90410.0,-13450.0,2935.223880597015,3335.0793650793653
2016-12-15,23750,20650,22200,22200,22100,22100,-100,-0.0045045045,22200,21500,21934.851455285778,132620,2909000000,0,0,132620,2909000000,-5060,-112332000,0,0,112332000,5060,0,0,0,0,0,0,112332000,5060,69636109,805618,68830491,,131.0,451820.0,80.0,325250.0,12718.936266255,12718.936266255,12661.6437605512,,,12718.936266255,12317.8887263281,319200.0,192630.0,126570.0,3449.007633587786,4065.625
2016-12-16,23600,20600,22100,22100,21800,21800,-300,-0.0135746606,22200,21800,22041.47431669964,136470,3008000000,0,0,136470,3008000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69636109,805618,68830491,,75.0,222820.0,71.0,210110.0,12661.6437605513,12661.6437605512,12489.7662434397,,,12718.9362662551,12489.7662434397,86350.0,73640.0,12710.0,2970.9333333333334,2959.2957746478874
2016-12-19,23300,20300,21800,21800,21900,21900,100,0.004587156,22000,21400,21718.2229239934,139330,3026000000,0,0,139330,3026000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69636109,810938,68825171,,110.0,330310.0,76.0,373210.0,12489.7662434395,12489.7662434397,12547.0587491433,,,12604.3512548472,12260.5962206241,190980.0,233880.0,-42900.0,3002.818181818182,4910.6578947368425
2016-12-20,23400,20400,21900,21800,22100,22100,200,0.0091324201,22200,21400,21927.063339731285,260500,5712000000,0,0,260500,5712000000,122800,2691470000,2691470000,122800,0,0,0,0,0,0,2691470000,122800,0,0,69636109,815998,68820111,,120.0,440910.0,73.0,418360.0,12547.0587491434,12489.7662434397,12661.6437605512,,,12718.936266255,12260.5962206242,180410.0,157860.0,22550.0,3674.25,5730.958904109589
2016-12-21,23600,20600,22100,22100,21700,21700,-400,-0.0180995475,22200,21500,21866.205741756017,187070,4066000000,183200,4030400000,370270,8096400000,-20900,-453037000,0,0,453037000,20900,4030400000,183200,4030400000,183200,4030400000,183200,4483437000,204100,69636109,693198,68942911,,134.0,504970.0,111.0,589520.0,12661.6437605512,12661.6437605512,12432.4737377358,,,12718.9362662551,12317.8887263281,317900.0,402450.0,-84550.0,3768.4328358208954,5310.990990990991
2016-12-22,23200,20200,21700,21500,21950,21950,250,0.0115207373,22000,21450,21652.60391451691,178360,3863000000,400000,8660000000,578360,12523000000,9140,197524000,456624000,21140,259100000,12000,8660000000,400000,8660000000,400000,9116624000,421140,8919100000,412000,69636109,693198,68942911,,109.0,371340.0,71.0,233430.0,12432.4737377358,12317.8887263279,12575.7050019954,,,12604.3512548473,12289.242473476,192980.0,55070.0,137910.0,3406.788990825688,3287.7464788732395
2016-12-23,23450,20450,21950,21800,21800,21800,-150,-0.006833713,21900,21600,21728.776469073822,155370,3376000000,0,0,155370,3376000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69636109,672058,68964051,,83.0,274650.0,73.0,249220.0,12575.7050019955,12489.7662434397,12489.7662434397,,,12547.0587491435,12375.1812320319,119280.0,93850.0,25430.0,3309.0361445783133,3413.972602739726
2016-12-26,23300,20300,21800,21800,21850,21850,0,0.0,21850,21600,21723.847019122608,142240,3090000000,0,0,142240,3090000000,54200,1177868000,1177868000,54200,0,0,0,0,0,0,1177868000,54200,0,0,69636109,692958,68943151,,93.0,307210.0,47.0,184380.0,12489.7662434397,12489.7662434397,12518.4124962916,,,12518.4124962916,12375.181232032,164970.0,42140.0,122830.0,3303.3333333333335,3922.978723404255
2016-12-27,23350,20350,21850,21800,21850,21850,0,0.0,21900,21600,21739.446605824818,275030,5979000000,0,0,275030,5979000000,-48560,-1054967000,2326150000,107140,3381117000,155700,0,0,0,0,2326150000,107140,3381117000,155700,69636109,650758,68985351,,137.0,822100.0,83.0,355230.0,12518.4124962916,12489.7662434397,12518.4124962916,,,12547.0587491435,12375.181232032,547070.0,80200.0,466870.0,6000.729927007299,4279.879518072289
